comment,comment_length
"Dlu jg china bgitu, transfer teknologi dari jepang, knp jepang mau,?krna sebagai balas budi atau permohonan maaf jepang dikala penajajahan jepang terhadap china.. maka sebagian besar jepang mentransfer teknologinya ke china dan skrng china yg jdi raksasa tenologi dan ekonomi melebihi amerika serikat.. luarbiasa, mudah mudahan kita bisa mencotoh china...",355
itulah namanya transfer teknologi.......,40
Ternyata dulunya china itu beli dari jepang prancis jerman spanyol.... sekarang baru bisa jualan,96
"Jangan lupa KORUPSI dulu, KORUPSI bagian dari BUDAYA INDO.",58
"240 kpj, tanggung amat... harus berani dari KCJB dong...",56
Jangan ngomong doang.. buktikan..!! Yg penting Presiden terpilih nanti berani ngak kaya Jokowi tuk eksekusinya.. karna ini udah pasti akan membutuhkan anggaran yang sangat besar.. biaya pembangunan jakarta - bandung aj sampe berdarah-darah..,241
"Bguss bnget,,,",14
"Ayo siapa yg bilang Indonesia kacung China, ternyata... Indonesia lbih jenius dari negara mana pun, awalnya beli, bsa kerja sama TOT bsa ambil dan serap ilmu dari negara maju😂😂😂😂",178
"Saya setuju kalo produk lokal d geber biar membuktikan kalo Indonesia itu mampu,import dr cina sekali buat d contek gpp",119
"Kereta cepat whoosh ada lah gudang ilmu per kereta apian, yang bisa di ambil ilmu nya untuk membuat kereta cepat sendiri.",121
PT INKA mantapp,15
Ini hasil tranfer teknologi.. Itulah gunanya ada kerjasama ada timbal balikk..,78
pertama pakai tenaga ahli china....untuk alih tehnologi....akhirnya sekarang bisa bikin sendiri.....❤ Pak jokowi emang genius....g perduli dihujat ...yg penting Indonesia maju,175
proyek LPDP.... cuma 5 milyar untuk 3 tahun ngarep kereta cepat...,66
Mudah2an betulan ngga kaya esemka,33
ini sesuai misi pak anies baswedan,34
"Aminn,,di sini lah anak bangsa bisa mengambil ilmu dari,,kereta cepat Bandung",77
🌐☀🚩🌹☕🍵👍👍,8
Tidak semudah itu ferguso,25
"Ijinkan saya terlibat di dalamnya.. membuat design moncong keretanya. gak dibayar gak apa2. A, agar saya bisa tetap mengabdi dan berkontribusi untuk tanah airku",160
"Jangan nutupin fakta dong media. Jangan seolah-olah rakyat itu bodoh². Infokan juga, Indonesia terjerat hutang China, perbulan harus setor berapa ratus milyar, sampai berapa tahun lunasnya. Jangan tutupi fakta. Demi anak cucu",225
"Ini tidak sesederhana berkomentar. Tahapan praktek dan pembelajaran kerja tidaklah sama, apa lagi kita tidak punya industri tanur besi baja yang berkwalitas, hampir impor semua (melihat industry transport umumnya di Indonesia 😣)",228
Ember aja impor,15
"Palingan komponen n mesinnya impor dr cina &amp; jerman kyk lrt jabodebek , inka hnya sbg perakit🤭",98
KERETA SEMI CEPAT .BUKAN KERETA CEPAT !,39
Pastinya INKA iya dong,22
Pemerintah Indonesia juga harus mendukung nya,45
"tanda tanda akan menjadi ngr madju , manggil ayah ibu jadi papah mamah , expor babu meningkat , income perkapita naik sak iteel , diatas singapura  ....",152
😂ESEMKA JILID 2,15
"China setelah WW2 juga negara miskin ,tapi mereka gk malu dapat invest dari eropa dan jepang , bahkan sekarang bisa bikin sendiri sampai menyaingi eropa dan jepang. Pentingnya invest + TOT ya gini. Kalau kita belum mampu bikin sendiri jalan lainya ya ikut kerjasama dengan luar negri. Bukan ngecheat lu kira GTA 😅",313
Kallau buat kreta cepat tolong peredamnya di tambahi..biar gk geblodak di dalam kabinnya...,91
Cot lah mobil smk kaga ada,26
Aku mau anak negri sendiri mampu membuat kereta kecepatan lebih tinggi yaitu 650.kpj..antara banda aceh tembus ke bali... bagaimana😂BROW...masak kalah dengan cina komunis.. xixixi,179
"Indonesia dgn pengalaman yg dikembangkan PT INKA sdh mampu membuat gerbong KAI, untuk merambah ke KA Cepat saya rasa tidak ada masalah. Yg bermasalah adlah membangun prasarana infrastruktur jalan KAnya....itu yg harus terus diteliti dan dikembangkan oleh BRIN",259
Moncongnya masih perlu diperbaiki agar terlihat modern seperti kereta cepat china. .... Please please please.,109
"Gaskeun, saya❤️ buatan dalam negeri",35
Keren kalau bisa buat sendiri biar ga banyak hutang,51
Harus nya untuk sumatra dan puali lain untuk kereta cepat lokal biar merata.. pulau jawa tetap jalur selatan,108
"Malaydesh hebat,,tahniah , malaydesh ku❤❤❤",42
2026 siap uji coba? Hahhh cuma 2 tahun sekarang Aja baru riset,62
Mantap...,9
"inilah fungsinya kerja sama, setelah siap dikerjakan anak anak bangsa kita bisa belajar mengenai mekanisme pembuatan suatu technology canggih🔥🙌🏻 jayalah negara ku indonesia👊🏻🇮🇩🥰",177
"Mantap, smga sukses",19
"Paling cuma buat gerbong saja,mesin dari cina, macam mobil esemka 😂",67
PT.INKA pasti mampu membuat nya,31
"Semoga merata dipulau pulau lain,jangan hanya di pulau jawa doang .",67
Semoga jalur kereta api Indonesia 🇮🇩 menuju dari Sabang sampai Merauke agar semua rakyat Indonesia dapat menikmati transportasi kereta api Indonesia 🇮🇩. Bertobat lah para pejabat 2 Indonesia mencari duit haram untuk Pancasila sila ke 5,235
"itu  gunamya transfer teknologi ... coba klo beli sama Jepang , Korea dan eropa  gak bakalan di kasih transfer teknologi . mereka pelit 😀.. salut sama China 👍🎉🔥",160
"Bulshit😂😂😂<br>Gak ada R&amp;D tiba2 bisa claim 2 tahun lagi bisa buat Speed train😅😅<br>Emang segampang itu membuat produck dengan teknologi tinggi😂<br>Bermimpi boleh, tapi jangan halusinasi",189
"Kalo misalkan kereta cepatnya transfer teknologi dr china boleh sih. Tapi klo indonesia bikin sendiri dari 0, duh curiga designnya ga modern dan designnya terkesan kaku.",169
"Membuat KERETA API CEPAT mungkin bukan sesuatu yg sulit bg bangsa Indonesia yg sudah bisa membuat PESAWAT n KAPAL. Tapi<br><br>mungkin yg jd perhatian adlh cara meminimalkan terjdnya kecelakaan antara kereta api cepat itu dg orang2 yg menyeberangi REL atau kendaraan darat yg lainnya, bila menggunakan REL KERETA yg menempel ke TANAH sbgmn rel2 kereta api pd umumnya, mengingat jmlh manusia n kendaraan darat semakin bertambah banyak<br>Ma&#39;af jk saya salah",460
"Mustahil menurutku mampu bikin dibawah tahun 2030,, SDM Indonesia belum memadai soal teknologi kereta cepat.",108
"Prett itu cuma angan2 sja , ntr ujung ujungnya kyk esemka😜",58
Bner2 gagal paham? Klo bisa buat kereta cepat sendiri meski gak secepat KCJB napa gak dibuat dari dulu? Jakarta~ bandung dst gak masalah?Ini sudah telanjur keluar uang negara segunung?,184
Gue lebih bangga buatan anak bangsa daripada buatan luar kaya sekarang si Rezim Bokep,85
perusahaan besar harus ambil bagian untuk bergabung membangun industri teknonology dlm negara seperti kereta api cpt ini dan pabrik baterai,139
Ini nama nya Biodata base Report Rejim yg nampak hasil ijin utang nya memasuk kan investasi cina buat usaha di via Jakarta Surabaya haaa.,137
Semoga semua pulau punya..jgan cuma Jawa dong...ayoooo,54
Kereta cepat dgn kecepatan dibawahnya kcjb ga perlu dilaksanakan.malu maluin.wajibnya diatasnya kcjb 350/km.,108
Transfer teknologi,18
Biar bisa nyumbang suara nya 2024 gi haaa,41
Semoga kereta itu dah jadi sebelum Bangkrut karena kelilit Hoetang kereta Cepat Cina,84
Hasil utang rejim dibagi merata ke kreta api Surabaya jakarta dulu investasi cina nya haaa di focuskan.,103
kebanyakan negara jga begitu berdikari liat aja korea china nampak kemajuan mereka jdi negara maju karena mereka memproduksi sendiri,132
"itulah alasan jokowi, bisa belajar dari china ilmunya jenius jokowi",67
Mantap jiwa surabaya jakarta..jadikan surabaya kota emas p.presiden....,71
ya harus bgitu sudah ada contoh nya kereta api cpt dri china yg sudah ada tinggal kita yg melanjutkan nya,105
"52mil USD per 1km, too expensive",32
"Buatan dlm negri tetapi dananya dari cina, ya sama saja.. ujung2nya cina yg kelola",82
Kadrun ketar ketir,18
Preeetttt,9
Cuman ngomong doang ujung ujungnya zonk,39
Cuma mau lebih kritis dan mengingatkan!<br>Apakah ini akan menjadi materi Kampanye CaPres tertentu nantinya? Semoga ini tidak menjadi &quot;Kereta Esemka.&#39;,159
"don&#39;t make a video on the train, Indians will not be happy which they have dreamed of for decades.<a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a>",354
Copy paste aja kereta cepat jkt bandung biar lebih cepat ready  tinggal tunggu dana sj,86
Semoga mampu buat sendiri kereta cepat karena Indonesia butuhkan nya,68
InshaAllah bisa,15
Ini si semi cepat....,21
"tp  Ganti presiden ,jd enggak tau klo pemikiran presiden sm kayak Jokowi..yg berfikir jauh ke masa depan.",105
Tuntut ilmu sampe ke negeri.....,32
Lanjut kan,10
"Tahu maenan LEGO? klaim bisa bikin sendiri, itu betul, tetapi udah di-design, package, berikut sama instruksi manual diberikan dari Ching chong. Mau bangga, ya silakan kaya anak kecil abis bikin lego",199
Mantap Indonesia mendunia 🇮🇩,28
Tehnik pemuda Indonesia...biisssaaaaaa 👍,40
belajar dari teknologi china,28
Aceh smpai lampung 3 jam tembus ni,34
Anak Negeri Tiongkok ? 👍👍🤣🤣,27
"Indonesia 🇮🇩 emang jenius , pertama nya beli, selanjutnya bisa buat sendiri 👍🇮🇩",79
bentuk moncong depan nya kurang aerodinamis diperbaiki lagi minimal lekuk2nya nggak kaku..,90
"Tapi masih juga kurang bersyukur, presiden dihina hina terus ntah sampai kapan org2 ini bisa waras",98
Judulnya saja pakai tanda tanya...<br>Meragukan... 😂,52
Kereta api sih tranformasinya sangat ok<br>Tinggal rudal aja kita belum bisa apa2,81
"Buktikanlah jangan cuma khayalan,ini negara besar ,negara kalo mau maju harus memiliki kereta cepat sendiri hasil karya sendiri",127
"Jangan berharap kepada manusia ya jika kita berharap kepada manusia apalagi berharap kepada pemimpin itu pasti bakalan kecewa tapi jika kita selalu berharap kepada Allah, Allah tidak akan pernah mengecewakan kita berdoa kepada Allah SWT, ya Allah berikan pemimpin yang adil jujur dan amanah untuk negeri ini Aamiin ya Allah Aamiin aamiin ya Rabbal&#39; Aalamiin🤲❤️✨",365
Riset bagaimna cara koruptor di hukum mati.,43
"Amiin,semoga terlaksana gak ada hambatan...",43
"Patut bangga indonesia bisa buat kereta cepat sendiri, tapi perlu diperbaiki lagi bagian sisi depan moncongnya yh minimal kayak KCIC400AF untuk mendapatkan aerodinamisnya, karena ini dirancang untuk kecepatan tinggi, moga pihak bersangkutan membaca komentar gua.....!!!",269
Mantap Indonesia Harus Bisa <br>Masa kalah sama Tiongkok,56
"The Parsons family are a high level Anglo-Irish nobility with authority over a portion of Ireland within County of Offaly and they specialize in engineering, politics, and law. Ireland is Roman territory and the top Irish clans serve the Black Nobility of Rome. The Parsons family formerly held titles in England and currently are the Earls of Rosse in Ireland headed up by Brendan Parsons the 7th Earl of Rosse and his son Lawrence Parsons the Lord of Oxmantown. The Earls of Rosse are extremely oppressive Freemasons and they oversee Wiccan gang stalking cults operating in the United States. Their ancestor was Richard Parsons, the 1st Earl of Rosse and he was the Grand Master of the Grand Lodge of Ireland and a co-founder of the Hellfire Club. The Hellfire club&#39;s motto was Fais ce que tu voudras which means &quot;do what thou wilt&quot; and this motto was later used by Aleister Crowley. The Parsons family specialize in hellish masonic warfare and are deeply involved with the Irish government, politics, and astronomy. The have held the position of High Sheriff of King&#39;s County. The Parsons Earls of Rosse own Birr Castle which has a telescope called the Leviathan of Parsonstown. Leviathan is a mythological sea serpent. The town of Birr formerly called Parsonstown uses the Parsons panthers on their coat of arms and ocean waves for its flag. There are also various US politicians with the last name Parsons. Irish nobility are often involved in politics.<br><br>Charles Algernon Parsons was a member of the Earls of Rosse and an inventor of the steam engine and created C. A. Parsons and Company which was later absorbed into Siemens a large industrial company with about 130 billion in assets. Ralph M. Parsons founded Parsons Corporation which is a US engineering company with earnings at about 3 billion. Parsons Brinckerhoff is another US engineering company founded by William Barclay Parsons and now a subsidiary of WSP Global. William W. Parsons was NASA&#39;s Director of Kennedy Space Center. Jack Parsons was a rocket scientist and occultist that was known for creating &quot;Babalon Working&quot; which is a ritual to honor the Mother of Abominations and he carried out this ritual with the Scientology founder L Ron Hubbard. The Mother of Abominations is also known as the Scarlet Woman. In Italian Rosse means red or scarlet and the name Rosse likely comes from the Florentine House of de Rossi in honor of Rome&#39;s conquering of Ireland. The Babalon Working ritual was based on the teachings of Aleister Crowley. The Crowley family are a Anglo-Irish family that have intermarried with various British Peers. Brian Crowley is an Irish politician today. Tony Parsons and Gary Crowley have worked together in the English music industry. The Parsons family also work with the Anglo-Irish Bailey and Guinness banking families and are involved in financing and directing Wiccan cults that carry out persecution, human sacrifice, and covert terrorism for the purpose of their attempt at a global takeover. A high level witch, gang stalkers, and child murdering pedophile in my region is named Meghan Parsons.",3139
sama kayak bangun tol kemaren ujun barat tembus ujung timur jawa hujat kritik....setelah 2 - 3 tahun udah mulai tertata udah nyaman dieem semua <br>... pada sehatkah,165
Alkhamdulillah,14
Yg pada nyinyir kayaknya jg pada ikut naik jg.... oportunis tp jg realistis 😊😊....,82
Pak Jokiwi presiden paling visioner berpandangan luas Dan maju ke depan buat kepentingan Bangsa Negara Dan masyarakat Indonesia,127
Meski saya bukan pelanggan whoosh TPI 🙏🙏🙏 Kpd pak Jokowi yg telah membuat bangsa ini bermartabat Dimata dunia.,110
"Waktu yg akan menjawab nya seiring perkembangan zaman, biarkan mereka yg bersuara sumbang namun ikut menikmati hasil kinerja nya pak Jokowi.",140
Para pembenci ternak Sengkuni..grombolan maling panci..di larang naik..di karnakan udah penuh dan banyak penyusup para pembenci😂😂😂😂,131
KCIC WHOOSH is the best❤❤❤,26
Anak anak di bikin angkutan bagus tinggal menikmati kok pada nyinyir sdh niatin saja utang sdh ada yg mikirin  kalian nikmati saja,130
Menurut sy KLO gak kereta cepat pasti nya mobil arah ke bandung macet parah dah.. untung ada woos orang bisa bolak balik bandung jakarta..yg nyinyir minggir jgn naik kareta ya,175
Berguna skli tuk orang bnyak <br>Brkah barokah dn sht sll pk Jokowi.<br>Aamiin.,79
Hebat juga Indonesia Negara negara lain blm punya woos Indonesia sudah punya lanyut,83
Ikn dan whoosh sudah berkurang komen hujat dan hina. Skrng pada pindah ke mbg komen hujat hina nya,98
"Jalan tol trans jawa trans sumatra,  kreta sulawesi, jalan tol kalimantan, ikan whoos, mrt, lrt,  jalan trans papua,  semua karena kebaranian jokowi hanya fpi hti dan sebagaian muhamdiyah yng selalu teriak jalan ga berguna",222
"Semakin yakin dengan pak jokowi. Bener2 visioner, rakyat biasa ga mampu melihat jauh ke depan. Hanya pemimpin yang yahud yang bisa melihat jauh ke depan",152
"yg koar-koar bacotnya salahkan Jokowi tunjuk jari ,,,,,jangan ngumpet,,,,,tunjukan dadamu jangan pengecut,,,,,",110
"Pasti bermanfaatlah, moso pemerintah membuat sesuatu yg tidak bermanfaat, emangnya wan abud, bikin monumen mesum, monumen sepatu dll ga ada manfaatnya sama sekali, bikin stadion aja ga pernah dipake buat main bola",213
Yang paling pamiliar di ingat di kenang.jasa bliau.ikn .pak jokowi yg bangun ikn.hutan jadi ibukota .ingat pak jokowi.ingat ikn.😂,129
Hahahaha katanya whooos rugi bangrut.khusus kalangan orang kaya.kok laku peminat nya?,85
Kereta cepat itu sangat di perlukan cuman caranya yg salah coba biaya nya ga pakkai APBN ga bakal ribut,103
Baguslah lumayan buat bayar cicilan ke cina,43
Pak Jokowi 👍,12
Yg bilang ga ada manfaat nya Dan menuju kebangkrutan pasti kepanasan liat ini,77
Setelah melihat lonjakan mudik kemarin saya jadi sadar indonesia memang butuh kereta cepat. Cuma mohon ditambah relnya sampai Surabaya 🙏,136
Penumpang nya hanya 1&amp; 2/3 saja bilang di serbuh,52
"Pemimpin yg punya visi, misi dan agenda besarlah yg dibutuhkan Indonesia dan itu ada pada seorang Pak Jokowi. Yg kemaren teriak² utang Whoosh trus yg gak makan tol eh nyatanya mungkin sekarang malah yg paling duluan menikmati tanpa rasa malu apalagi bersalah karena ud paling vokal menghujat!",292
kmaren banyak yg koar2 pada keberatan nyicil 1.4 triliun per tahun<br>padahal MBG itu 1 triliun perhari,103
"Ya ampun mirip suasana beli ticket konser musik,sepakbola,pasar malam 😊😊",72
"Wkwkwk makanya jadi orang itu jangan munafik kalian yang benci pak Jokowi, kemarin mudik pasti make jalan tol yah kan wkwkwkwk",126
Klo untuk masyaraakat jgn ngitung untung rugi,45
Mohon maaf lahir dan bathin Pak Jokowi....,42
Biar utang yang penting rakyat menikmatiny. Dan moda transportasi yang dibanggakan rakyat. Kecuali rakyat munafik berhati busuk.,128
Lanjut sumatra,14
Indonesia itu benyak uang nya pertamina aja selalu tak ada untung tetap beroperasi.apa lagi kereta api whoos yang berhutang itu kecil sama pamarintah,149
Kalau sudah ngak sukka sama pemerintah buat apa saja Dan se bagus apa pun tetap saja nyinyir,92
Wahhh....mantap,15
"Jokowi is the best.<br>hti fpi dibubarkan.<br>Petral mafia migas dibubarkan.<br>Blok rokan dan blok mahakam direbut ke indonesia.<br>Natuna juga direbut dikembalikan ke indonesia.<br>Freepot sahamnya kita kuasai lebih banyak.<br>Jokowi membangun kilang terbesar se asia (terletak di Kalimantan).<br>Membangun Trans papua, Trans Jawa, Trans Sumatra.<br>BBM satu harga se-indonesia.<br>Jalanan desa dibangun dan dibagusin.<br>Beliau memperbanyak Bendungan utk Petani.<br>Pak Jokowi membangun IKN mulai dari Awal dari Nol, dari Hutan Sepi mjd Ibu Kota Megah termasuk di dalamnya ada Masjid Nusantara yg Gagah dipersembahkan Utk Bangsa Indonesia.<br>Pak Jokowi juga Membangun industri Batre terbesar no 2 dunia (terletak di jawa).<br>Dan jangan lupa: pak jokowi tetap mensupport umkm.<br>Pak jokowi dihina, dicaci maki, difitnah... Beliau sabar... santun... tdk pernah membalas dgn hujatan ke org lain.<br>Pokoknya pak jokowi is the best.",934
Inget dlu dinyinyiri<br>Skrg dikejar,36
Lumayan buat bayar hutang. Berkah mudik 2026.,45
dulu Indonesia jadi cemoohan Malaysia.. sekarang Alhamdulillah kita sudah bisa berdiri tegak berkat program revolusioner pak Jokowi.... yang nyinyir kita tinggal saja...mereka orang2 unfaedah,191
