comment,comment_length
"Assalamualaikum bpk diakhir2 jabatan semoga bisa diadakanya program jalan betonisasi jalur lintas Ciarey Pombensin terakhir jampang tengah sampai bojong haur jampang tengah masih ada yg rusak, kemudian jalan Datarpuspa bantarsari jampang tengah masih rusak, jalan cibeber 1 dan 2 Sinasari masih Rusak, kondisi jalan berbatu ada juga tanah, ada juga aspal yg rusak parahh, lokasi jampang tengah sukabumi.<br>Mudah2n mendapat perhatian dari bapak dan pemerintah.<br>Karna itu salah satu akses komoditas hasil perkebunan warga dan kegiatan perkenomian warga juga yg terhambat karna akses jalan yg rusak.<br><br>Terimakasih semoga bpk dapat mensurvey dan merasakan juga seprti halnya dilampung.<br>Terimaksih<br>Wassalamualaikum Wr Wb",730
"Next, berharap ada kereta cepat Jakarta-Surabaya. Terus ada transit di Stasiun Besar Tegal.😂",92
LRT Indonesia lebih panjang dan canggih,39
"❤❤❤❤Pak jokowi yang terhormat,,, tolong pecat dan laporkan Mahmud md... Dia telah melecehkan,, melukai harga diri ibu ibu bangsa indonesia😢😢😢 tolong pak😢😢😢❤❤❤❤",159
Pak minta kereta api pak,24
"Semoga pak presiden Joko Widodo selalu semangat menjalankan aktivitas, semoga indonesia semakin maju dan jaya selalu terimakasih. 🙂👍",132
"Bapak presidan tercinta mohon bantuannya untuk membangun desa kita desa curahkalong kecamatan bangsalsari kabupaten jember yang hinggan sampai saat ini masih ada jalan yang belum disentuh aspal sama sekali puskesmas tidak ada jarak tempuh kepasar saja 10km tolong kami pak akses sarana dan prasarana sangat membantu meningkatkan ekonomi dan SDM masyarakat kita, kita cinta bapak jokowi❤",386
Pak,3
"Luar biasa jakarta seperti di DUBAI. Menuju indoneaia emas 2024  sukseskan * IKN <br>lanjutkan 02 super cerdas dan apa adanya.. visi misi nya tidak terlalu panjang lebar. Visi misi hanya 4 kata yang penting.<br> 1.kesehatan ,gratis biaya ibu melahirkan bagi yang tidak mampu . 2. Pangan,logistik dan bbm turun. 3. Lapang kerja bagi non ijasah/pengalaman tamp syarat.<br>4. Pedidikan gratis bagi yang tidak mampu ,paud,sd.smp.sma.<br><br>prakir kendaraan gratis untuk umum se indonesia 2024.<br><br>Pengusaha wajib menggaji juru parkir tiap bulan.<br>demi mengsetabilkan ekonomi indonesia menuju indonesia emas 2024/2029.<br><br>pajak turun.. pajak parkir pesawat dan parkir kapal laut.. agar kapal pesiar mudah bersandar di pelabuhan indonesia seperti di singapore.<br>prabowo gibran.lanjutkan. indonesia bebas dari Pungli dan koruptor.<br><br>Pelayanan publik mudah dan rama tama.",881
❤❤😂,3
"Di era Jokowi ke Adilan tidak ada hukum lemah koruptor di hukum ringan sedang kan penista agama di hukum berat dunia sudah terbalik ,pak Jokowi suruh orang belajar Pancasila tapi sila ke lima tidak di laksanakan oleh pak Jokowi kata ada bantuan sosial tapi yg terima bansos itu orang mampu yg miskin hanya bisa gigit jari tanpa mendapat apa yg menjadi hak mereka apalagi sekarang anak Jokowi Gibran jadi cawapres saya jamin pasangan Prabowo Gibran akan cebur keparit jangan pilih nomor 2 pilih pemimpin yg perduli rakyat dan rendah hati seperti pak Ganjar Mahfud MD.",566
Aku bangga sama pak Jokowi makasih ya pak Jokowi semoga Indonesia bisa maju lagi amin 🙏,87
"saya anti politik pak, yg setiap pemilihan gubernur dan pemilhan presiden saya tidak pernah milih pak, tapi saya salut pak dgn anda smnjak anda mnjadi pemimpin indonesia, yg slalu di sindir orang di hina orang dicacimaki orang anda ttp tabah iktiar dan tawakal.<br>kini skrng anda sudah tidak mnjabat sbagai presiden saya pribadi melihat konten&quot; anda saya sangat trharu sampai mneteskan air mata, pandangan saya dan menurut saya andalah orang yang baik dalam melakukan tugas yang menjadi pemimpin di indonesia. <br>slamat tinggal presiden baik yg pernah saya kenal. <br>salam dari saya metal indonesia. <br>sukses slalu untuk jokowi dan di beri kesehatan. amin allahumma amin.",681
Assalamualaikum pak Jokowi<br>Bisa bantu tuntut kantor pusat dana pak<br>Kami ini orang-orang yang kehilangan duit 400 di dana<br>Zaman sekarang cari duit sebanyak itu susah pak<br>Tolong bantu kami pak Jokowi 😢😢😢😢😢😢,216
Seandainya ada aturan presiden seumur hidup tentu ku pilih bapak J,66
Aq ikut kerja waktu pembangunan di tambun selatan..,51
Terimakasih pak Jokowi,22
"Presiden terbangsat setelah reformasi, biadab dajjal koe",56
Semoga INDONESIA tercinta semakin Maju...🇲🇨❤,44
Pak Jokowi polisi mau menabrak akuh pak belom lagi mencelakai akuh pak jokowi,77
"Semoga alloh menjadikan pak jokowi sebagai orang yang jujur dan amanah,amiiin....",81
"pak mahal bgt pak, saya tdk sanggup",35
Bapak presiden jokowi yang terhormat bagaimana status kami perangkat desa yang sangat miris ini,95
"Makin suka pake transportasi umum, ga panas, ga capek, ga bayar bensin, ga macet2an. Tinggal duduk manis, nyampe deh, mana terminalnya deket rumah, 15 menit jalan nyampe, 🤣🤣🤣",174
Mantap pak jokowi,17
Siang Kren pk,13
"Yg Protes bahas Utang2 buat jalan tol , kereta cepat , bendungan , jmbatan . pasti Orang pengangguran yg tk punya akal waras . Tak punya visi misi tak punya cita2 buat anak cucu . Mf visi misi presiden untuk kpntingan bangsa dan negara demi kemjuan dan kesejahteraan rakyatnya . Salam warass no compromii",304
4BS€N M☆$ HADiR  ❤YoutubeMantap Eiy 🎉🎉🎉🎉🎉🎉🎉 S€MOGA $UK$E$ URUSAN LANCAR SEMUANYA .,82
Presiden terbaikku ❤aku sedih pak Jokowi sebentar lagi gak jadi presiden..😢,75
"Saya sebelumnya tidak pernah berkomentar apapun di video manapun. Kali ini saya ingin berkomentar bahwa saya bangga punya presiden seperti bapak jokowi yang orangnya ramah. Saya pernah ketemu di daerah saya. Sokaraja. Beliau orang yang baik. Siapapun presiden di tahun 2024 nanti, tetap saja presiden terbaik menurut saya adalah BAPAK JOKOWI. Sehat selalu pak jokowi🇮🇩",368
Pak pinjol kapan di hapus legal sm ilegal sama bar2 nya,55
"Pa,  saya minta maaf hanya bisa mengucapkan &quot;Terimakasih 🙏&quot;...",72
Pak jangan pergi pak kita masih ingin bersama bapak😭,52
Kren,4
"Maaf sebelumnya.. knp bagian TA (Tangerang) diabaikan ya pak? Demi asas keadilan, jaringan MRT/LRT perlu mencapai masyarakat Tangerang/Tangsel/Serpong juga",155
Dana jarkasi also media online otomatis tehnologi,49
Pagi kren,9
"Ingat itu rohingya harus di gimanain apa mau baut di sensus lagi kah buat tambh suara, demi kemanusiaan itu ada batas nya pak jangn selama nya tinggal di negara kita ..",168
Keren pak kerjanya,18
Gamau kehilangan sosok pakdhe ini aslinya sih 😭 pengen nya dipimpin terus sama beliau:),87
"senang sekali ada LRT, saya sering naik LRT, cepat bebas hambatan",65
"Ikut bangga, Indonesia skrg transportasinya maju dan modern, MRT, LRT, Whoosh, kereta2 new generation, pokokny mkin nyaman, alhamdulillah skrg lbh suka makai moda transportasi umum",180
"Bapak Presiden yg terhormat maaf sebelumnya dengan tidak mengurangi rasa hormat bapak Presiden saya ijin untuk menyampaikan hal yg sanggat penting dan tolong di lihat bapak Presiden ( beberapa bulan yg lalu TNI kita di Mutilasi oleh KKB bagaimana tindak lanjutan dan ketegasan bapak Presiden untuk menangani KKB itu, karna TNI adalah manusia bukan Ayam yg dpt di mutilasi se enaknya ijin bapak Presiden tolong ketegasan nya  apa Yg di maksd kan Tentang HAM, HAM sedangkan TNI di papua di Mutilasi secara keji dan berhati IBlis mereka, apakh TNI tidak di Lindungi HAM, tolong Jwab bapak Presiden yg terhormat terimaksi semoga bapak mengerti tentang perasaan Keluarga Korban TNi yg di Mutilasi secara keji.",704
Ada yg bilang dari masyarakat bahwa MRT hasil kerja Anis ha ha ha 😂😂😂  engga salah tuh cuman ngaku doang,104
Pak jokowi sekarang bali macet total tolong kasih kereta api dong.,66
Sehat selalu presiden terbaik Indonesia dan dunia semoga sllu diberi kesehatan Amiin,84
"Semoga Bapak Presiden Jokowi selalu Sehat wal Afiat.. Aamiin Ya Allah<br>Mohon maaf jika saya mengeluh dengan layanan petugas Imigrasi di Bandara Soetta, mungkin perlu diperbaiki SOPnya (rata2 petugas terkesan Arogan dan sinis dalam mengajukan pertanyaan , jauh sekali dr kesan ramah yg spt byk dibilang org barat/turis) ,perlu menjadi catatan bahwa Anda(para Petugas imigrasi) adalah wajah2 yg mewakili teras pintu masuk Negeri ini.. yg harus ramah juga utk para Warga Negaranya sendiri. ..",491
Penjajah Rohingnya harus segera dikembalikan ke asalnya.,56
Pak. Presiden. Aku mohon maaf dengan bapak. Atas salah kata ku ketika menghujat bapak di medsos. Maaf kan. aku ya pak. Semoga bapak. Sehat selalu. 🙏🙏🙏,150
"Tunai Cair ada di playstore ada logo ojk ketika saya lapor ojk aplikasi tersebut ilegal.Sampai saat ini masih aman&quot; saja ada diplaystore.Tunai cair gak pinjem tiba&quot; ada tagihan cair ke rekening,ketika dilunasi otomatis ada tagihan baru.Tolong blokir dari playstore",274
Mana yang nyinyir itu..?? Jangan2 ikut menikmati. Tidak punya malu yang nyinyir...,82
Pak tolong dibersikan judi online pak sebelum masa jabatan bpk habis salam dari pendukung beratmu pak,101
Diketahui hidung itu pak Bowo Jokowi Jokowi baunya apa,54
Ini beneran yt chabel pak jokowi?,33
Semoga bapak presiden yang terhormat melihat pesan ini,54
Sedangkan kontrakan susu anak kebutuhan rumah tangga wajib pak mudah mudahan tidak ada covit lagi amin,102
Saya pedagang kaki lima pak jualan sepi tambah dapat kabar covit naik kalau saya bisa nahan lapar kalau anak istri mau makan apa kalau saya nggak jualan,152
Semoga bapak presiden Jokowi sehat selalu sekeluarga amin,57
Assalamualaikum bapak presiden saya hormati maaf bapak saya pedagang pecel lele di daerah jakarta saya lihat di medsos covit 19 naik lagi saya berdoa semoga covit 19 tidak ada lagi saya nggak bisa jualan pak kalau ada ppkm lagi soalnya di suru tutup sama petugas sedangkan saya harus menafkahi anak istri dengan berbulan pecel lele pak mudah mudah covit tidak ada lagi pak,372
"Wa wi, wa wi, kita ngobrol wi?",30
SIM CITY OF THE GAME ON PABRIK ON PABRIK ON THE GAME OF NATIONAL INDONESIA,74
Menunggu pak Jokowi pidato mengingatkan bangsa ini untuk maju dengan meneruskan semua program yg sudah dibangun sebelumnya dan menyempurnakannya selain membuat program baru yg melengkapi . Dari apa yg belum terjamah.<br>Bukan menghentikan program yg sudah berjalan dengan yg lain...sama saja mulai dari nol dan buang2x tenaga dan uang.,335
Ingat neraka menanti mu,23
Masya allah era pak jokowi Indonesia jadi maju..<br>Makasih pk udh bekerja keras untuk negara tercinta kita.<br>Semoga pk jokowi sekeluarga sehat selalu berkah.<br>Kami bangga punya presiden seperti pk jokowi,208
Pak Jokowi jngn urusin teknologi trus pak pak tolong pak urus harga beras dan sembako lain nya mahal bgt kasian kmi rakyat biasa yg selalu mikir  besok bisa mkn apa gak? Bpk dan pejabat2 lain nya sih enak ga pernah mikir mau mahal atau tidak krna uang bpk bnyk lah kami rakyat biasa tiap menit pasti mikir hari esok untuk kebutuhan kami,336
Siaga ioass oisosk oadajd<br>Oakdale 🎉,38
Pak ini tentang rohing gimna ni pak ko udh masuk di Gayo Lues aja... ini Aceh tengah Lo pak ...kan crita nya cuman sementara/mengungsi tp kok masuk sampai ke tengah tengah,171
Pengen banget jadi masinis di KAI 😅,35
"LRT Jabodetabek : Cepat, Senyap, Tanpa Masinis.. <br>Calon Wakil RT : Cepat, Senyap, Tanpa berproses..",102
Mlam PK Kren kota jos debes sseees,34
"Kenapa desa kenteng porwantoro gk <a href=""http://adil.pk/"">adil.pk</a> yg sehstsehat punya penghasilan pada dapet bantuan tapi yg miskin yg lemah penyakitan gk pernah dapet tolong mohon keadilanya pk🙏",201
Asalamu alaikum bapak presiden salamn hormat kepada bapak salam santon saya mohon keadilanya pk kenapa deda kenteng  bantuanya gk adil pk yg miskin penyakitan gk pernah dapat bantuan apapa  malah yg sehstsehat  pumya penghasilan pada dapat pk pemerintah mana yg gk adil pk desa kenteng porwantoro wono giri gk sdil pk  tolong mohon keadilanya pk saya orang miskin penyakitan fah 5 yaun saya sakit pkbahakan hidopku seumor hidop cuma di gantong pernikahan  gk pernah di napkai dulu wsktu saya sehat yh jadi tulang punggong duamiku nganggor saya sering kecapekan pk saya cerecere gk mau surat nikah fi umpetin tapi saya capek ingin isti rahat di rumah dia gk bisa napaki saya pk saya yg kadi tulang punggong setelah saya jatuh sakit gk ada yg peduli pk saya mohon desa kenteng kenapa gk adil pk,792
Karen saya dulu saat menika tidak dihargai dengan baik oleh wanita itu sbahkansaya masih bekum genap 18taun sudah di hina hingga permainkan mental saya sya mau suoaay ACAR PESTA KAEN NIKAH WEEDING PESTA  BATAL KAREN PIHAK PRIA MEMPELAI PUNYA ISTRI LAIN ATAU PENGHINAAN OENGANTIN PRIA TIDAK DATANG BERI SAYA HIBURAN DENGAN BIAR MU MWIAKH PENGANTIN PRIA TIDKA DATANG DNA BATALKAN SEMUA  UNTUNG PADA SEMUA PENDUDUK  JUGAITU JUGA HAK FISKHAROFANYAH,444
"Jangan taruh saya di Sampahan tidak sehat FISKHAROFANYAH PEMILIK LAHAN TANH SEKOLAH NEGERI DAN KETURUNAN MAU SUPAYA SEGERA OUMYA TEMPAT TINGGAL KEBIH LUAS DARU SEKOLAH NEGERU MODLA AWAL SD NEGERU POVOR ,2KYOTARJO OURWOREJO SAY BUTUH UDARA SEGAR SEHAT BERSMA OUYRA KETURUNAN TERHADAP ORANG YANG MENSIAOAN OUTRA FISJHARIFANYAH DAN HINA FISJAGROF BAHAKNBEEKATA KASAR SAY AMUBUAT TUNBAK BUMI ATAUKEKAYAN FISKAHROFANYAH ITU TUGAS OTOAMTIS TUKANG SNATET",447
Pokoknya sediakan rumah semua keprluanya untuk fiskahrofanyah dna outra jadilah orang yang bertanggung jawab kalian punyanyawa bersyukur bisa baca tulis,152
Saat ini detik ini saya MAU lokasi putra SAYA BERADA TERLINDUNG SAAT INI ADA ORANG BERANI MENGADAKAN PESTA NIKAH  PREMPUAN ANAK DARI MANTAN IBU MERTUA YANG SUDAH MENGAMBIL SUSU UNTUK PERTUMBUHB OUTRA SYA SAT SAY HARUS BEKERJA HANYA SEBAGI ADMINDIBENGKEL YANG MEMBUAT SAYA DIHINA SYA TIDIA AMU DLECEHKAN TIDAK DIJORAMT HARGAI  TIDAK MAU  SAYA BANTU ACARA  NIKAH SAYA TIDKA MAU TIDKAM DIHARAGI DENGAN DISRURUH SURUH SEBAGI RATU  DI LOKASI FISKHARLFANYAH BERADA SEDANGKA.N SUASANA HATI FISKHAROF SEDANG MERASA SEDIH DENGAN HANYA BERSEPEDA DANSUASANA HATI SAYA SEPERTI BARU KEMARI  KEHILANBAN KAKE SAYA  WALAU SAAT ITU SAY 11=ahun ITU SUDAH LAMA KAKE SAYA TIADA SeBAGI PEMILIK LAHAN TANH SEKOLAH NEGERI SECAR TIDAK TERHORAMT MENINGGAL DENGAN RUMAH BAMBU ROBOH   SEDANGKAN SEBELAHNYA SKRETARIS  WILAYAH DANVSAYA TIDAK INGIN MENGALAMI HAL YANG SAMA DILARANG ADAKAJ NIKAH KONDANGAN AJA KECUALI BAGI RAKYAT MISKIN KELAPARAN DIKARANG PESTA YANG SUDAH BANYAK RUSAK FOYA FOYA TUMBUHAN DITEBANGI UNTUK LAHAN PANGGUNG MESUM DAN LAINYA ITU UNTUK PENGHIJAUAN MENGHASILKAn. UDARA segar  BAIK UNTUK PUTRA SAYA malah ditebangi habis pohonan tanaman,1130
Seperti yang saya sudah sampaikan sebelumnya bahwa siapa saya pemilik lahan tanh sekolah negeri untuk indonesia raya rakyat sukes kaya punya nyawa hargA FISKHAROFANYAH  sudh dibandrolin UNTUK TANAM NYAWA RAKYAT DAN PANEN RAKYAT  modAL investasi awal perkebuNA luas pribadi yang di jadikan sekoakh negeri sd negeri pacor 2 kutoarjo purworejo jawa tengah itu adlah yang harusnyamodal.saya sukses diJADIKAN untuk sekolah negeri aktiv dari FISKHAROFANYAH LAHIR HINGGA KINI SEDANGKAN SEKOLAH NEGERI LAIN HASIL DARI JUAL LAHAN TANH PRIBADI RAKYAT DARI BELI HUTANG NEGARA LAIN MAKANYA PERDANGAN BEBAS BERLAKUKARENA HUTANG   NEGERA KEMANUNTING HAK SAYA YANG HARUSNYA SAYA DAPATKAN ITU ADA DISETIAP SEMUA RUMAH PENDUDUK BISA BACA TULIS SEKOLAH PUNYA PENGHASILAN UNTUK HAL SPERTI INI SAY TIDKA PERLU PENGACARA KARENA.LAHAN LUAS TANAH PRBADI SAYA SAYA DIJADIKAN MEMBUAT MEMBACAKAN  PERATURAN UNDANG UNDANG DAN FISKHAROFANYAH DAN KETURUNAN ADALAH PEMILIK UNDANG UNDANG YANG ASLI TERSEBUT  DAN JANGAN SAYA DIHINAKAN DENGAN KEMISKINAN SAYA SUDAH PERNAH MEMILIH PRESIDENKINI  DAN TIDAK ADA KEUNTUNGAN BAGI SAYA AHKAN SAYA SAAT INI YANG SAYA BUTUH KAN  BAHAWA SAYA BUTUH ISTANA RUMAH TINGGAL TEMPAT TINGGAL SAY BERSAMA PUTRA SAYA PUTRA SAYA KINI SUDAH 17TAHUN DAN KEDUA SUDAH 11TAHUNSAYA MAU PUTRA PERTAMA SAYA KARENA HARTA BESAR SAYA NGAYNKUT UNTUK HIDUP RAKYAT BANYAK HINGGA KAYA SUKSES 0%MODAL LAHAN TANH PRIBADI UNTUK SEKOLAH NEGERI SUPAYA Dengan JUJUR PUTRA SAYA FHASYA FEBRIYANSYAH YANG KINI MENEMPUH PENDIDIKAN SMK PURNAMA JAKSEL  DISWASTA  DAN PUTRA KECIL SAYA DISEKOLAH SN BDN 01CILANDAK SAAT INI SAYA SAMPAIKAN SAYA BERADA DI LOKASI RUMAH TINGGAL RT 03 RW 06 SAYA DINAGAO NUMOAMG DNA TIDAK ADA PELAYANA BAIK BAGI SAYA YANG HARUSNYA MALAH SAYA DIHINAKAN DAN DICEMARKAN NAMA BAIK DENGAN DENGAN DILAPORKAN KE DINAS SOSIAL DIMASUKAN RUMAH SAKIT JIWA HMAY DILAPORKAN KARENA SAYA ISTIRAHAT DI PERUMAHAN SEKITAR JAKRTA SELATAN SEDANGAKN SAYA HANYA  MINTA MAKAN SEPIRING MALAH DILAPORKAN RAKYAT KAYA GA TAU DIRI MINTA DIJADIKAN TUMBAL KEKAYAAN FISKHAROFANYAH DAN PUTRA KETURUNAN KETAUAN DAN TERKENAL PELIT KIKIR.SAYA TIDAK MAU JUGA TERUS DIHINAKAN DENGAN TINGGAL DIRUMAH ORANG PELIT DISEKITAR SAYA YANG SUDHA TAU SYA DISANA TIDKA ADA YANG MEMBERI MAKAN MENGANTAR KEUNTUNGAN BAHAKNSAYA DIHINAKAN OLEH DARI SEORANG IBU MATAN RT YANG MENYURH SAYA MEMBANTU ORANG LAIN SAYA SUDAH KENA BUSUNG LAPAR KAREN KEKURANGAN GIZI  EFEK JURANG PANGAN SEJAK KECIL YANG BEREFEK SAKIT JANGKA OANJAMGN 2TAHUN SAYA DI OPNAME RUMAH SKAIT MARINER DAN FATMAWATI ADA KETERGAN JELAS BAHKAN KAMERA BAGAIMAN SAYA SAKIT SAYA TIDKA DIPERLAKUKAN BAIK DI SINI BHAKN PUTRA SAYA SAYA PERNAH LIHAT DIA WANITA MANTAN RT BERANI MELEMPAR PUTRA KETURUNANSAYA YANG HARUSYA JADI PAMGERAN DIHARAGI DIUNTUNGKAN DIHORMAT MASYARAKAT DILEMPAR DENGAN KALENG BISKUIT KEMUKA SERING KALI SAYA LIHAT PUTRA YANG HARUSNYA HAK PALING TAMPAN TIDAK ADA SATUPUN ORAMG BOLEJH SAKITIN BERPRANSNAGKA BURUKDNA BAHAKN MENHINAKAN MENYAMAKN DENGAN TIKUS BAHAKAN JIKA AMBIL MAKAN DITUDUH MALING KINI KALIAN SELSAIKA.WANITA ITU GA GUNA TIDAK BISA DIA MASAK GIZI DAN PERILAKU BAIK SOPANOERBUATAN DAN KATA SAYA MAU DIAYANG DIMASUKAN KEDINAS SOSIAL BAHAKN DIA SENDIR ADLAH AMNTAN IBU MERTUA SAYA YANG TIDAK EMNGHARGAI SAYA JANGAN SAYA TERPAKSA TINGGAL DISINI RUMAH INI JUGA RUSAK BANYAK DINDING MAU ROBOH SAYAMENGHIMBAU AGAR MENGKOSOMGKAN RUAMH SEKITAR SEKOLAH SEMUA SEKOLAH SEKURUH DUNIA UNTUK SMENTARA JANGAN ADA OENDUDUK 0%MODAL LAHAN TANH PRIBADI UNTUK SEKOLAH NEGERI BISA TINGGAL DEKAT NEGERI SWASTA JUGA SMA AJA AWAL SKOLAH DBANGUN DARI MODAL SEKOLAH NEGERI GRATIS  SEKOLAH DAM SAYA TIDAK MAU ADA PENGUNCIAN RUMAH SEMUARUAMH HAK FISKHAROFANYAH DNAKETURUAN SUDHA CUKUP SAYA DIJADIAKN AKAR KESUKSESAN MAKA KINI SAAT NYA SAYA SAMBUT KEKAYANA YANG HAK BERSM PUTRA SAYA KAKE SAYA BAHKN MENGINVETASIKAN BEUM UNTUNG ITU UNTUK BAKAL SAYA HIDUP WALAU TANPA SEORANG JANGAN SARANKANS AY UNTUK BEKEJA DIRENDAHAKN LALU  DI LECEHKAN  KEKASIH HARUSNYA SEJKA DUKU SEJAK SAYA LAHIR 29AGUSTUS 1985SAY UNGKIT TAPI KARENA KAKESAYA NURSALIM OAGGILAN GUBERNUR OLEH MASYRAJAT KARENA LAHAN TANH PRIABDI LUAS DIJADIKAN SEKOLAH SEJAKFISKHAROFANYAH LAHIR BAHAKNSAY YANG HARUSNYA JADI PRESIDEN SAYA UBAH SISTEM KEPERINTAHAN DENGAN KERAJAAN UNTUKMMEBATASI MASING MASING  YANG TIDK HAKHARUS MENYERAHKAN KEPADA FISKHORFANYAH ATAU PUTRA KETURUNANFISKHAROFANYAH DILANTI DENGAN BAIK SEMUA ITU KAREN HARTA HAK PRIABDI SAYDIHUNAKAN DNA KEMANA HASIL SEOANAJNG SAYA HIDUP SUDHA AHRUS DI OUKULI IBU JIKA LAPAR ITU ADLAH SUATU PENDIDIKAN SALAH PENDDUK YANGTIDAK MAU TANGGAPIN MUSYAWARAH MUFAKAT KASIH GOTING ROYONG ATAS MENYEDIAKAN  LAHAN TANAH PRIBADI UNTUK SEKOLAH SAAT DI UNDANG RAPAT MUSYAWARAH TIDAK DA YANG DATANG BAHKAN MENGUMPAF BERBEDA DENGAN KAKE FISKHAROFANYAH PADA SAAT ITU TEPAT FISKHAROFANYAH LAHIR MAKA KONSEKUENSI KINI BAGIA AMAING MASING KALAIN BISA HIDUP DARI BACA TULIS TANPA SEKOALH TIDAK ADA KEHIDUPAN BAHKAN DIMAKAN HEWAN BUAS BARU SAJA LAHIR SEPERTI KISAH ORANG TUA TARZAN ITU CERITA NYATA SEHARUSNYA TERJADI MAKA DENGAJ INI SAYA SANGAT MENDESAK SAYA BUTUH TEMOAT UNTUK KEDUA PUTRA SAYA SNA SAYA BAHKAN FINANCE NYA DENGAN BAIK IDKA ADA SATUPUN ORAMG BOELH MENYAKITIMENHINA FISKHAROFANYAH DNA OUTRA KETURUNANSUDHA SAYA TERIMA HINAAN SEJAK LAHIR TANPA KEUNTUNGAN KINI WAKTUNYA KALIAN MENGOSONGKAN RUMAH RUMAH BUKAN HAK KAYA KONSEKUENSI DIRI SAAT INI BUMI BUTUH BANYAK TUMBAL BUMI SETELAH HUTAN HABIS UNTUK MODLA KALAIN BERFOYA FOYA MAKA SAYA LARA BAGI ORANG UNTUK MENGADAKAN PESTA KECUALI BERBAGI ORANG MISKIN KELAPARAN .BANYAK YANG INGIN SAYA SAMPAIKAN .,5559
"Pak Jokowi knapa Rohingya bisa masuk Indonesia.. Dlu zaman pak SBY ga ada tuh rame rame imigran robingya.. Tolong kasihanilah Indonesia udah padat.. Tolong digerakkan TNI AL dan aparat agar melarung rohingya. Dikembalikan keasalnya. Dan putuskan hubungan dgn UNHCR. Mau jadi apa negara Indonesia kalau Pertahanan nya aja jebol sama orang orang tak beretika, etnis rendahan macam rohingya. Genosida aja pak!",406
Mlam PK mtap sehat y,20
"Pak saya punya pesan. <br>Saya minta bubarkan UNHCR dan kembalikan imigran gelap Rohingya ke tanah asal mereka <a href=""http://www.youtube.com/results?search_query=%23bubarkanunhcr"">#BUBARKANUNHCR</a><br><a href=""http://www.youtube.com/results?search_query=%23kembalikanrohingya"">#KEMBALIKANROHINGYA</a>",303
Untuk semua manusia wajib jangan makan minum selamnya +wajib rajin papanasan hujan+hujanan selamanya seumur hidup+wajib rajin rawat isi alam,140
Pak pak pak Main game mobile legend anak opname  gak peduli game aja ini game perusak  dan penghancur bangsa,108
Pak jokowi jdikan novi pratiwi jd dinas sosial aja krn dia lebih bisa menata org org yg telantar dijln. Soalnya yg skrg krg menperhatikan,137
ada wi?,7
Tadi aku keluar?,16
Pak.jokowi..<br>Saya mendoakan bapak..<br>Sehat panjang umur.sehat wal afiat ya pak...<br><br>Salam nkri..<br>Indonesia maju..,126
Pak jokowi..jasa nya sangat mahal .untuk Indonesia..<br><br>Maju nkri..<br>Bersama pak jokowi..,95
"dari bandara ke stasiun kereta cepat beda kreta yah pak, karena beda biaya lagi tiketnya, n klu rute kreta cepatnya dari bandung lagi trus ke Jogja pak hingga lebih mudah aksesnya ke kota wisata🎉",195
Semoga sampai ke Garut kereta cepat woosh nya pak🙏,50
Assalamualaikum bapak jokowi yang terhormat minta tolong bubarkan laskar manguni krn kelompok ini sudah terkenal dgn aksi radikalnya dan sering membuat gaduh. Salam 🙏🏻🙏🏻,169
Demi allah terharu saya atas kerja keras dan ide brilliant pak PRESIDEN JOKO WIDODO..,85
Pak Jokowi saya doakan agar cepat selesai untuk keliling Jakarta Indonesia harus maju dengan negeri yang aman aku ingin ketemu sama pak Jokowi untuk melihat jakarta pusat dan ingin ke lapangan yang untuk mengibarkan bendera Indonesia tercinta ku muga muga pak Jokowi bisa mencapaikan keinginan aku dan masyarakat di Indonesia,325
Siang p presiden tolong nonton bbk bocah bocah kosong pasti bpk terhibur BBK bocah bocah kosong PEMERSATU BANGSA INDONESIA MAJU SEHAT ADIL MAKMUR SEJAHTERA TERIMAKASIH ❤❤❤ semoga di undang ke istana 😅 bbk episode 1 keren,220
Siang p presiden tolong nonton bbk bocah bocah kosong pasti bpk terhibur BBK bocah bocah kosong PEMERSATU BANGSA INDONESIA MAJU SEHAT ADIL MAKMUR SEJAHTERA TERIMAKASIH ❤❤❤ semoga di undang ke istana 😅,200
